text_a	label
Thank you very much for your time, attention and consideration	3.6
Make our society better	3.22
Sincerely,	3.17
P S	3.0
When you give to Big Sisters, you can get back!	3.4
For minimum contribution of , you become eligible for Indiana state tax credit through Indiana Department of Commerce Neighborhood Assistance Program NAP	3.1
A limited number of credits are available	2.8
To receive application form, check NAP box on enclosed pledge card or call us, , ext	3.0
Mr Caring Philanthropy Giving Way Contribution, USA	3.0
NAME?	3.0
You can help make positive changes in lives of atrisk youth in central Indiana	3.25
With your help, we can change that	3.2
Many Little Sisters are preparing to go back to school this fall full of hope and with positive outlook	3.6
Thanks to our Big Sisters volunteers, these young people are selfconfident, believe in themselves and are beginning to realize their full potential	3.8
Please consider joining Chairman's Roundtable with gift of ,	3.29
I have enclosed pledge card for your convenience	3.3
We would like to announce success of this year's campaign at Annual Meeting on April , so please return you pledge or gift within next days	3.0
As former board member, success of YMCA is still important to me	3.25
Thank you	3.6
Sincerely,	3.4
Richard H Gilbert, Jr	3.0
Past Board Member YMCA of Greater Indianapolis	3.2
Mar	3.0
We must be able to reach all youth and families interested in valuesbased programs	3.0
New initiatives in innercity are taking hold	3.2
For some, these are very different messages from ones heard in street	2.8
Dear Name:	3.0
The Invest in Youth Campaign is in full swing	3.0
I now invite you to continue to support mission and message that is so important to building strong kids, strong families and strong communities	3.25
The last visitor was thenU S Rep Bill Richardson of New Mexico, who went to help pair of U S oilmen in diplomatic trouble	3.0
Hall flies to Amman, Jordan, on Friday, where he will spend night before driving to Iraq	3.0
Hall is to return to Washington on April	3.0
Story Filed By Cox Newspapers	3.0
The Dayton Democrat, who has traveled to other crisis points including Sierra Leone and North Korea, will spend days visiting hospitals and other facilities to seek understanding why aid has been ineffective in stemming malnourishment and other medical problems	2.8
By Scott Montgomery Washington	3.17
Iraq has been under economic sanctions since war ended, which some say have thwarted country's ability to recover from devastation of bombing campaign	2.6
The Persian Gulf War destroyed much of country's medical infrastructure, according to report by World Health Organization	2.22
In WHO found that much of population existed in state of semi starvation	2.5
Iraq clears visit by Ohio official	3.1
Hall will be only second member of Congress to travel in Iraq since war, according to Hall's office	3.0
The sanctions can not be lifted until U N inspectors certify that Iraq has eliminated its weapons of mass destruction and means to produce them	2.82
Iraq says it has done so and has barred inspectors since late	2.5
At least other congressman has visited Iraq	3.1
Energy Secretary Bill Richardson went to Baghdad in while representative for New Mexico	3.0
He did not speak to reporters in Jordan, but he told The Associated Press before leaving United States that he hopes to septemberarate humanitarian work from political issues	3.12
AMMAN, Jordan AP	3.0
U S Representative Tony Hall arrived in Jordan on Saturday en route to Iraq, where he is expected to look into plight of Iraqis after nearly years of U N trade sanctions	2.9
